gene_symbol,sex_analysis_recommendation,male_sufficient,female_sufficient,max_male_mice,max_female_mice
Taar8b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ggnbp2,Male-only analysis recommended,True,False,3.0,1.0
Klhl10,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Syndig1l,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gatad2b,Both male and female analysis recommended,True,True,3.0,9.0
Poc5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
B3galt2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pear1,Male-only analysis recommended,True,False,3.0,1.0
Dhrs1,Insufficient data for sex-specific analysis,False,False,,
Yipf5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fam161b,Both male and female analysis recommended,True,True,7.0,8.0
Ctag2l2,Insufficient data for sex-specific analysis,False,False,,
Pate2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Phka1,Insufficient data for sex-specific analysis,False,False,,
Sh3tc1,Both male and female analysis recommended,True,True,3.0,3.0
Stx19,Both male and female analysis recommended,True,True,4.0,4.0
Armh3,Male-only analysis recommended,True,False,4.0,0.0
Prkcq,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ntaq1,Both male and female analysis recommended,True,True,4.0,3.0
Secisbp2,Female-only analysis recommended,False,True,0.0,4.0
Pkn2,Female-only analysis recommended,False,True,4.0,4.0
Tmem151b,Both male and female analysis recommended,True,True,4.0,5.0
Stmn3,Both male and female analysis recommended,True,True,3.0,4.0
Phactr2,Both male and female analysis recommended,True,True,4.0,4.0
Phactr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cxcl2,Both male and female analysis recommended,True,True,4.0,4.0
Bbs1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Glt8d2,Male-only analysis recommended,True,False,4.0,0.0
Kti12,Both male and female analysis recommended,True,True,3.0,4.0
Mos,Both male and female analysis recommended,True,True,4.0,3.0
Atad3a,Female-only analysis recommended,False,True,1.0,3.0
Nup210,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zscan10,Male-only analysis recommended,True,False,4.0,0.0
Ptk6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
C1qtnf12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tdo2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cnga3,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Nadsyn1,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Slc26a9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Actl6a,Both male and female analysis recommended,True,True,4.0,4.0
Arrdc4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lrrc56,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Raph1,Female-only analysis recommended,False,True,1.0,5.0
Oma1,Both male and female analysis recommended,True,True,4.0,4.0
Dctn2,Male-only analysis recommended,True,False,4.0,0.0
Sema3f,Male-only analysis recommended,True,False,5.0,2.0
Shtn1,Both male and female analysis recommended,True,True,3.0,4.0
Neil1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Chst12,Both male and female analysis recommended,True,True,3.0,3.0
Gabrg2,Male-only analysis recommended,True,False,4.0,0.0
Il4i1,Both male and female analysis recommended,True,True,3.0,4.0
Ifnlr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Btf3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rad51ap1,Both male and female analysis recommended,True,True,3.0,4.0
Fbxw26,Male-only analysis recommended,True,False,4.0,0.0
Gpr158,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tceal1,Insufficient data for sex-specific analysis,False,False,,
Tctn1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tcf7l2,Female-only analysis recommended,False,True,0.0,4.0
Sstr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gfpt2,Both male and female analysis recommended,True,True,4.0,4.0
Dusp8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Plscr2,Female-only analysis recommended,False,True,0.0,4.0
Zfp408,Male-only analysis recommended,True,False,4.0,0.0
Camk2b,Both male and female analysis recommended,True,True,3.0,4.0
Arhgef38,Male-only analysis recommended,True,False,3.0,1.0
Ninj2,Male-only analysis recommended,True,False,4.0,0.0
BC048562,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Ptgdr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
C2cd2,Both male and female analysis recommended,True,True,4.0,4.0
Scg3,Both male and female analysis recommended,True,True,4.0,3.0
Magt1,Insufficient data for sex-specific analysis,False,False,,
Apcdd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Otop2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tcerg1,Both male and female analysis recommended,True,True,5.0,4.0
Fnip2,Female-only analysis recommended,False,True,2.0,4.0
Wnt6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trim56,Insufficient data for sex-specific analysis,False,False,2.0,2.0
6430548M08Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Wnt11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Serpinb12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mreg,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lce1f,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fastk,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Wnt10b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Or9g4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rab40b,Both male and female analysis recommended,True,True,4.0,4.0
Rock1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sh3bp4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
C2cd2l,Both male and female analysis recommended,True,True,3.0,3.0
Adam23,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atp2c2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cxcl17,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ykt6,Both male and female analysis recommended,True,True,4.0,4.0
Plet1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cdc26,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pcgf2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pabir3,Male-only analysis recommended,True,False,4.0,0.0
Tep1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mmp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dnm1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
1700123O20Rik,Male-only analysis recommended,True,False,4.0,0.0
Zdhhc2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Syt17,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Strbp,Insufficient data for sex-specific analysis,False,False,5.0,4.0
Epcip,Male-only analysis recommended,True,False,4.0,0.0
Cert1,Male-only analysis recommended,True,False,3.0,1.0
Kbtbd7,Both male and female analysis recommended,True,True,4.0,3.0
Ugdh,Both male and female analysis recommended,True,True,4.0,4.0
Kctd15,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Itk,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cst9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prss56,Both male and female analysis recommended,True,True,4.0,4.0
Grik1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Klb,Male-only analysis recommended,True,False,4.0,2.0
4933402J07Rik,Both male and female analysis recommended,True,True,4.0,4.0
Tmc4,Both male and female analysis recommended,True,True,3.0,4.0
Gabpb2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fryl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Il20ra,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Man2b2,Male-only analysis recommended,True,False,4.0,0.0
Map3k13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atxn7l2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Shroom4,Insufficient data for sex-specific analysis,False,False,,
Gpd1l,Both male and female analysis recommended,True,True,3.0,4.0
Myo18a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Osbpl3,Male-only analysis recommended,True,False,4.0,0.0
Mat2a,Male-only analysis recommended,True,False,4.0,0.0
Prkd2,Insufficient data for sex-specific analysis,False,False,4.0,4.0
Klhdc7b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Septin5,Male-only analysis recommended,True,False,4.0,0.0
Nutm2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Smg6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atxn10,Male-only analysis recommended,True,False,3.0,1.0
Slc24a5,Both male and female analysis recommended,True,True,4.0,4.0
Ifi205,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eid2b,Both male and female analysis recommended,True,True,4.0,4.0
Lcn2,Both male and female analysis recommended,True,True,4.0,4.0
Pam16,Male-only analysis recommended,True,False,3.0,1.0
Prg3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lsm8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cep128,Both male and female analysis recommended,True,True,7.0,7.0
Gbp5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpr34,Insufficient data for sex-specific analysis,False,False,,
Tctn3,Both male and female analysis recommended,True,True,4.0,4.0
Wdr74,Both male and female analysis recommended,True,True,4.0,4.0
Ezr,Female-only analysis recommended,False,True,0.0,4.0
Etfb,Both male and female analysis recommended,True,True,4.0,4.0
Mmp16,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zfp558,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arih2,Insufficient data for sex-specific analysis,False,False,,
Bnip5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Srbd1,Both male and female analysis recommended,True,True,4.0,4.0
Lama5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sult2a8,Insufficient data for sex-specific analysis,False,False,,
Slc39a5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pkdcc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Smg5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Os9,Both male and female analysis recommended,True,True,4.0,3.0
Micu3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Chchd7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Spata16,Both male and female analysis recommended,True,True,3.0,3.0
Uap1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eva1a,Both male and female analysis recommended,True,True,4.0,4.0
St6gal2,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Nod2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rnase12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem38b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nin,Male-only analysis recommended,True,False,4.0,0.0
Sstr4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dusp16,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Irf8,Both male and female analysis recommended,True,True,4.0,5.0
Nsrp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Vti1a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Metap1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cldn9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Shank3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rab5a,Both male and female analysis recommended,True,True,4.0,4.0
Sdhc,Female-only analysis recommended,False,True,2.0,3.0
Amotl2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc25a44,Both male and female analysis recommended,True,True,4.0,4.0
Alkal2,Insufficient data for sex-specific analysis,False,False,,
Mras,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ubr7,Male-only analysis recommended,True,False,3.0,2.0
Ifitm1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Htt,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ipo7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ubtd1,Both male and female analysis recommended,True,True,3.0,3.0
Kcnt1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Glipr1,Both male and female analysis recommended,True,True,4.0,4.0
Ppp1r26,Both male and female analysis recommended,True,True,4.0,4.0
Cln8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cxcl14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpatch3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpr39,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cd163,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ttc1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Padi1,Both male and female analysis recommended,True,True,4.0,4.0
Clasp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Telo2,Both male and female analysis recommended,True,True,4.0,4.0
Cep162,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Uggt1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adgrl3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dzank1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mx2,Both male and female analysis recommended,True,True,3.0,3.0
Pcdhb13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Myom3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cntn5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ddx19b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mocs2,Both male and female analysis recommended,True,True,4.0,4.0
Polb,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Defb1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sfxn5,Insufficient data for sex-specific analysis,False,False,4.0,4.0
Caskin1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cdh11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cd84,Both male and female analysis recommended,True,True,3.0,4.0
Golga5,Both male and female analysis recommended,True,True,3.0,4.0
Irf4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fermt3,Both male and female analysis recommended,True,True,4.0,4.0
Or52h1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lman1l,Both male and female analysis recommended,True,True,4.0,4.0
Dhcr7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc27a6,Both male and female analysis recommended,True,True,4.0,4.0
Polrmt,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mtss2,Female-only analysis recommended,False,True,0.0,4.0
Abcg3,Female-only analysis recommended,False,True,2.0,4.0
Cd83,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nucb1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rlim,Male-only analysis recommended,True,False,4.0,0.0
Mllt6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hpse2,Both male and female analysis recommended,True,True,3.0,3.0
Lars1,Female-only analysis recommended,False,True,1.0,3.0
Fth1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Scamp2,Both male and female analysis recommended,True,True,3.0,4.0
Asic3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccdc116,Female-only analysis recommended,False,True,2.0,3.0
Eif2a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eaf1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cabp5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Poc1b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rdh16f2,Male-only analysis recommended,True,False,4.0,0.0
P3h3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clca1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Foxk2,Both male and female analysis recommended,True,True,4.0,3.0
Ccnd2,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Rtl5,Insufficient data for sex-specific analysis,False,False,,
Morc2a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trappc9,Male-only analysis recommended,True,False,4.0,0.0
Arhgap4,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Thoc3,Female-only analysis recommended,False,True,1.0,4.0
Timm22,Both male and female analysis recommended,True,True,4.0,4.0
Plekhg2,Both male and female analysis recommended,True,True,4.0,4.0
Abhd6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cpt1c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Npff,Both male and female analysis recommended,True,True,4.0,3.0
Dennd5b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clcnka,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Phf6,Female-only analysis recommended,False,True,0.0,6.0
Hmgcs1,Both male and female analysis recommended,True,True,4.0,4.0
Adcy1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rab13,Both male and female analysis recommended,True,True,4.0,4.0
Relch,Both male and female analysis recommended,True,True,4.0,4.0
Pla1a,Insufficient data for sex-specific analysis,False,False,,
Abhd17b,Both male and female analysis recommended,True,True,4.0,4.0
Dcaf6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sfr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rad21l,Both male and female analysis recommended,True,True,4.0,4.0
Iah1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dipk2b,Insufficient data for sex-specific analysis,False,False,,
Ubac2,Both male and female analysis recommended,True,True,4.0,4.0
Pdgfrl,Both male and female analysis recommended,True,True,4.0,4.0
Il31,Both male and female analysis recommended,True,True,4.0,4.0
Calcoco2,Female-only analysis recommended,False,True,1.0,3.0
Mtif3,Both male and female analysis recommended,True,True,4.0,4.0
Caskin2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tepsin,Male-only analysis recommended,True,False,4.0,0.0
Bpifb3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fkbp5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tm4sf5,Insufficient data for sex-specific analysis,False,False,2.0,3.0
Cdk4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Actg1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rp9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Crygc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccdc65,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpr108,Both male and female analysis recommended,True,True,7.0,8.0
Cmbl,Male-only analysis recommended,True,False,3.0,2.0
Riok1,Both male and female analysis recommended,True,True,4.0,4.0
Fam53c,Male-only analysis recommended,True,False,4.0,2.0
Spock1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mvk,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Coro2b,Both male and female analysis recommended,True,True,4.0,4.0
Kcnv2,Female-only analysis recommended,False,True,2.0,4.0
Gpr135,Both male and female analysis recommended,True,True,4.0,4.0
Ogn,Both male and female analysis recommended,True,True,4.0,4.0
Dlg5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Romo1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fbrsl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Spata6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mir429,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Loxl4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Xaf1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ptdss1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc25a28,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ctc1,Both male and female analysis recommended,True,True,4.0,4.0
Sel1l3,Both male and female analysis recommended,True,True,4.0,4.0
Cracr2a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Man2a1,Both male and female analysis recommended,True,True,4.0,4.0
Styxl2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pcdh12,Both male and female analysis recommended,True,True,3.0,4.0
Bmi1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ifnl3,Both male and female analysis recommended,True,True,4.0,4.0
Thbd,Insufficient data for sex-specific analysis,False,False,2.0,2.0
1700019D03Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rel,Insufficient data for sex-specific analysis,False,False,2.0,2.0
P2ry14,Female-only analysis recommended,False,True,2.0,3.0
Tomt,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rnaseh2c,Male-only analysis recommended,True,False,5.0,0.0
Zfp786,Both male and female analysis recommended,True,True,4.0,4.0
Gcgr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dnaaf2,Both male and female analysis recommended,True,True,4.0,4.0
Tmem129,Both male and female analysis recommended,True,True,3.0,4.0
Shmt1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc25a3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hmbox1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lhx5,Both male and female analysis recommended,True,True,7.0,7.0
Tnfrsf17,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mynn,Both male and female analysis recommended,True,True,4.0,4.0
Dstn,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ggh,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Reg2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Thnsl2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ppp6r2,Both male and female analysis recommended,True,True,4.0,4.0
Hcst,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tesk1,Both male and female analysis recommended,True,True,4.0,4.0
Ccdc141,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kcnn1,Male-only analysis recommended,True,False,4.0,2.0
Frmd4a,Female-only analysis recommended,False,True,2.0,4.0
Tph2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cacng1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Try4,Both male and female analysis recommended,True,True,4.0,4.0
Cpgi81,Male-only analysis recommended,True,False,4.0,0.0
Kdm7a,Male-only analysis recommended,True,False,4.0,2.0
Gc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tpcn1,Both male and female analysis recommended,True,True,4.0,4.0
Slc35g1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem9b,Both male and female analysis recommended,True,True,4.0,4.0
Cacna2d1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mboat2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Drd3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Impg1,Both male and female analysis recommended,True,True,4.0,4.0
Cyp3a59,Both male and female analysis recommended,True,True,3.0,3.0
Lrrc4b,Both male and female analysis recommended,True,True,4.0,3.0
Arl2bp,Both male and female analysis recommended,True,True,4.0,4.0
Cxadr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Il6ra,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccbe1,Female-only analysis recommended,False,True,2.0,4.0
Epha5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pld5,Female-only analysis recommended,False,True,1.0,3.0
Atg16l2,Female-only analysis recommended,False,True,1.0,3.0
Cxcl12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ano3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Armc2,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Elapor2,Female-only analysis recommended,False,True,0.0,4.0
Sorcs2,Both male and female analysis recommended,True,True,3.0,3.0
Flacc1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tra2a,Male-only analysis recommended,True,False,3.0,1.0
C7,Both male and female analysis recommended,True,True,4.0,4.0
Prpf3,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Slc9a9,Both male and female analysis recommended,True,True,4.0,4.0
Bpifc,Both male and female analysis recommended,True,True,4.0,4.0
Fscn1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ephb1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hdgfl3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccdc24,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sdc2,Female-only analysis recommended,False,True,3.0,4.0
Slc3a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc46a3,Both male and female analysis recommended,True,True,4.0,4.0
Impg2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ltbp2,Both male and female analysis recommended,True,True,4.0,4.0
Kcnd1,Insufficient data for sex-specific analysis,False,False,,
Oplah,Insufficient data for sex-specific analysis,False,False,,
Dock11,Insufficient data for sex-specific analysis,False,False,,
Arhgap19,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Chst2,Insufficient data for sex-specific analysis,False,False,,
Card11,Both male and female analysis recommended,True,True,8.0,8.0
Tgfbr3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pacsin3,Male-only analysis recommended,True,False,4.0,0.0
Ecscr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rnf123,Both male and female analysis recommended,True,True,4.0,4.0
Ccdc172,Both male and female analysis recommended,True,True,4.0,4.0
Adck1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Bicc1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gata2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atg9b,Male-only analysis recommended,True,False,3.0,1.0
Inka2,Female-only analysis recommended,False,True,1.0,3.0
Vwa1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gng11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
E130114P18Rik,Both male and female analysis recommended,True,True,4.0,4.0
Mindy2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dnmbp,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ppp3cc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc25a5,Female-only analysis recommended,False,True,0.0,4.0
Pramel13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmub2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem121b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Acad11,Both male and female analysis recommended,True,True,4.0,4.0
Qrsl1,Both male and female analysis recommended,True,True,4.0,4.0
Sh3bp5,Male-only analysis recommended,True,False,3.0,2.0
Tspoap1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Papln,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccdc159,Male-only analysis recommended,True,False,4.0,0.0
Rb1cc1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Isy1,Both male and female analysis recommended,True,True,4.0,4.0
2610318N02Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc44a3,Both male and female analysis recommended,True,True,4.0,4.0
Bcl11b,Female-only analysis recommended,False,True,2.0,4.0
Cthrc1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fam32a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Magea9,Insufficient data for sex-specific analysis,True,True,4.0,3.0
Kctd16,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Maea,Male-only analysis recommended,True,False,4.0,4.0
Efcab5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fhod3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc49a4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Col28a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ddx41,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyb561a3,Both male and female analysis recommended,True,True,4.0,4.0
Zbed6,Both male and female analysis recommended,True,True,4.0,4.0
Gtf2h2,Female-only analysis recommended,False,True,1.0,3.0
Myb,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mrps5,Male-only analysis recommended,True,False,4.0,0.0
Arhgef7,Male-only analysis recommended,True,False,4.0,0.0
Nrxn1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem203,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pum1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
