gene_symbol,allele_symbol,zygosity,center,all_bayes_factor,all_p_hearing_loss,all_hdi_lower,all_hdi_upper,all_n_mutants,all_n_controls,all_analysis_key,all_effect_6kHz-evoked,all_effect_12kHz-evoked,all_effect_18kHz-evoked,all_effect_24kHz-evoked,all_effect_30kHz-evoked,male_bayes_factor,male_p_hearing_loss,male_hdi_lower,male_hdi_upper,male_n_mutants,male_n_controls,male_analysis_key,male_effect_6kHz-evoked,male_effect_12kHz-evoked,male_effect_18kHz-evoked,male_effect_24kHz-evoked,male_effect_30kHz-evoked,female_bayes_factor,female_p_hearing_loss,female_hdi_lower,female_hdi_upper,female_n_mutants,female_n_controls,female_analysis_key,female_effect_6kHz-evoked,female_effect_12kHz-evoked,female_effect_18kHz-evoked,female_effect_24kHz-evoked,female_effect_30kHz-evoked
Ankrd1,Ankrd1<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0278812797121932,0.174,0.0,0.433,4.0,569.0,Ankrd1_Ankrd1<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,20.737,18.748,18.644,18.083,19.009,,,,,,,,,,,,,,,,,,,,,,,,
Rad1,Rad1<tm1b(KOMP)Wtsi>,heterozygote,JAX,0.0007505629221916,0.083,0.0,0.221,8.0,2541.0,Rad1_Rad1<tm1b(KOMP)Wtsi>_heterozygote_JAX,19.978,19.972,20.044,19.974,19.976,0.0060362173038229,0.123,0.0,0.323,4.0,1264.0,Rad1_Rad1<tm1b(KOMP)Wtsi>_heterozygote_JAX_male,19.943,19.991,19.954,19.996,20.029,0.0076835873535709,0.124,0.0,0.333,4.0,1277.0,Rad1_Rad1<tm1b(KOMP)Wtsi>_heterozygote_JAX_female,19.899,20.01,19.992,20.011,20.048
Sapcd1,Sapcd1<tm1.1(KOMP)Vlcg>,heterozygote,JAX,0.0005002501250625,0.083,0.0,0.224,8.0,2541.0,Sapcd1_Sapcd1<tm1.1(KOMP)Vlcg>_heterozygote_JAX,20.035,19.987,20.004,20.014,20.004,0.0069225928256765,0.124,0.0,0.327,4.0,1264.0,Sapcd1_Sapcd1<tm1.1(KOMP)Vlcg>_heterozygote_JAX_male,20.028,20.023,20.003,20.001,19.99,0.0079375078745117,0.125,0.0,0.333,4.0,1277.0,Sapcd1_Sapcd1<tm1.1(KOMP)Vlcg>_heterozygote_JAX_female,19.965,19.982,19.941,20.058,20.039
Hgs,Hgs<tm1b(EUCOMM)Wtsi>,heterozygote,HMGU,0.0011262670504317,0.091,0.0,0.241,7.0,1804.0,Hgs_Hgs<tm1b(EUCOMM)Wtsi>_heterozygote_HMGU,20.014,19.982,20.004,20.012,20.079,0.0078105316200554,0.125,0.0,0.329,4.0,920.0,Hgs_Hgs<tm1b(EUCOMM)Wtsi>_heterozygote_HMGU_male,20.061,19.995,20.02,19.902,20.01,0.0166476045240818,0.144,0.0,0.374,3.0,884.0,Hgs_Hgs<tm1b(EUCOMM)Wtsi>_heterozygote_HMGU_female,20.004,19.997,20.037,20.055,20.055
Csmd3,Csmd3<em1(IMPC)Mbp>,homozygote,UC Davis,0.0084457330139921,0.124,0.0,0.331,4.0,569.0,Csmd3_Csmd3<em1(IMPC)Mbp>_homozygote_UC Davis,20.031,20.013,20.002,19.948,19.96,,,,,,,,,,,,,,,,,,,,,,,,
Spred3,Spred3<em1(IMPC)Tcp>,homozygote,TCP,0.0085728693898134,0.124,0.0,0.33,4.0,588.0,Spred3_Spred3<em1(IMPC)Tcp>_homozygote_TCP,19.964,19.933,20.001,20.015,20.0,,,,,,,,,,,,,,,,,,,,,,,,
Spred3,Spred3<em1(IMPC)Tcp>,heterozygote,TCP,0.0076835873535709,0.123,0.0,0.328,4.0,588.0,Spred3_Spred3<em1(IMPC)Tcp>_heterozygote_TCP,20.103,19.973,20.056,20.014,20.046,,,,,,,,,,,,,,,,,,,,,,,,
Slc17a3,Slc17a3<tm2b(KOMP)Wtsi>,homozygote,MRC Harwell,0.0372099053545961,0.223,0.017,0.468,5.0,858.0,Slc17a3_Slc17a3<tm2b(KOMP)Wtsi>_homozygote_MRC Harwell,19.283,21.142,18.686,18.47,20.049,,,,,,,,,,,,,0.0148420652036026,0.145,0.0,0.376,3.0,426.0,Slc17a3_Slc17a3<tm2b(KOMP)Wtsi>_homozygote_MRC Harwell_female,19.995,20.014,19.931,19.957,19.915
Zfp398,Zfp398<em1(IMPC)Mbp>,homozygote,UC Davis,0.0084457330139921,0.125,0.0,0.334,4.0,569.0,Zfp398_Zfp398<em1(IMPC)Mbp>_homozygote_UC Davis,19.968,19.906,19.999,19.964,19.981,,,,,,,,,,,,,,,,,,,,,,,,
Btbd10,Btbd10<em1(IMPC)Hmgu>,homozygote,HMGU,0.0007505629221916,0.09,0.0,0.241,8.0,1804.0,Btbd10_Btbd10<em1(IMPC)Hmgu>_homozygote_HMGU,19.771,19.857,19.71,19.706,19.556,0.0084457330139921,0.125,0.0,0.322,4.0,920.0,Btbd10_Btbd10<em1(IMPC)Hmgu>_homozygote_HMGU_male,20.032,19.994,19.946,20.019,19.937,0.0115058793779238,0.137,0.0,0.364,4.0,884.0,Btbd10_Btbd10<em1(IMPC)Hmgu>_homozygote_HMGU_female,19.783,19.786,19.662,19.641,19.562
Nox1,Nox1<tm1b(EUCOMM)Wtsi>,hemizygote,ICS,0.0005002501250625,0.091,0.0,0.243,7.0,1512.0,Nox1_Nox1<tm1b(EUCOMM)Wtsi>_hemizygote_ICS,19.972,20.002,19.997,19.951,20.009,0.0008757662955085,0.092,0.0,0.248,7.0,767.0,Nox1_Nox1<tm1b(EUCOMM)Wtsi>_hemizygote_ICS_male,19.963,19.935,19.916,19.977,20.013,,,,,,,,,,,,
Nox1,Nox1<tm1b(EUCOMM)Wtsi>,homozygote,ICS,0.0003751406777541,0.09,0.0,0.241,7.0,1512.0,Nox1_Nox1<tm1b(EUCOMM)Wtsi>_homozygote_ICS,20.012,20.068,19.958,20.007,19.957,,,,,,,,,,,,,0.0006253908692933,0.091,0.0,0.245,7.0,745.0,Nox1_Nox1<tm1b(EUCOMM)Wtsi>_homozygote_ICS_female,19.961,20.019,19.919,19.969,20.017
Sh2d5,Sh2d5<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.0092090324208401,0.125,0.0,0.337,4.0,904.0,Sh2d5_Sh2d5<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,20.016,20.063,20.036,19.962,19.972,,,,,,,,,,,,,0.0092090324208401,0.126,0.0,0.336,4.0,451.0,Sh2d5_Sh2d5<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_female,20.0,19.973,20.018,19.991,19.938
Coq4,Coq4<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,0.0775862068965517,0.255,0.018,0.525,4.0,904.0,Coq4_Coq4<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI,18.9,16.458,17.087,13.288,16.962,,,,,,,,,,,,,0.0716677829872739,0.251,0.016,0.518,4.0,451.0,Coq4_Coq4<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI_female,19.115,16.502,17.042,13.3,16.729
Rab8a,Rab8a<em1(IMPC)J>,heterozygote,JAX,0.0432968179447052,0.244,0.016,0.476,8.0,2541.0,Rab8a_Rab8a<em1(IMPC)J>_heterozygote_JAX,17.174,19.597,16.65,16.069,15.656,0.0079375078745117,0.127,0.0,0.341,4.0,1264.0,Rab8a_Rab8a<em1(IMPC)J>_heterozygote_JAX_male,20.03,20.015,19.901,19.984,19.987,0.2628255722178374,0.364,0.078,0.672,4.0,1277.0,Rab8a_Rab8a<em1(IMPC)J>_heterozygote_JAX_female,17.228,19.752,16.724,16.286,15.341
Gemin4,Gemin4<em1(IMPC)Ics>,heterozygote,ICS,0.0032605969400551,0.107,0.0,0.287,6.0,1512.0,Gemin4_Gemin4<em1(IMPC)Ics>_heterozygote_ICS,19.847,19.814,19.602,19.819,19.989,0.0262989095574085,0.16,0.0,0.41,3.0,767.0,Gemin4_Gemin4<em1(IMPC)Ics>_heterozygote_ICS_male,19.87,19.776,19.465,19.592,20.031,0.0179412138948975,0.146,0.0,0.377,3.0,745.0,Gemin4_Gemin4<em1(IMPC)Ics>_heterozygote_ICS_female,19.947,19.948,19.928,20.011,19.988
Aopep,Aopep<tm1b(KOMP)Wtsi>,homozygote,CCP-IMG,0.0005002501250625,0.074,0.0,0.205,11.0,2953.0,Aopep_Aopep<tm1b(KOMP)Wtsi>_homozygote_CCP-IMG,19.709,19.024,19.291,20.151,20.055,0.0161310809094373,0.144,0.0,0.383,3.0,1480.0,Aopep_Aopep<tm1b(KOMP)Wtsi>_homozygote_CCP-IMG_male,19.96,19.916,19.974,19.962,19.934,0.002004008016032,0.09,0.0,0.245,8.0,1473.0,Aopep_Aopep<tm1b(KOMP)Wtsi>_homozygote_CCP-IMG_female,19.841,19.34,19.497,20.07,20.055
Lypd3,Lypd3<tm1.1(KOMP)Vlcg>,heterozygote,TCP,0.0083186286866649,0.126,0.0,0.331,4.0,588.0,Lypd3_Lypd3<tm1.1(KOMP)Vlcg>_heterozygote_TCP,20.074,19.973,19.974,19.977,20.052,,,,,,,,,,,,,,,,,,,,,,,,
Lypd3,Lypd3<tm1.1(KOMP)Vlcg>,homozygote,TCP,0.0071761299257207,0.126,0.0,0.334,4.0,588.0,Lypd3_Lypd3<tm1.1(KOMP)Vlcg>_homozygote_TCP,20.006,20.013,19.979,19.96,19.98,,,,,,,,,,,,,,,,,,,,,,,,
Poc1a,Poc1a<tm1.1(KOMP)Mbp>,heterozygote,JAX,0.0002500625156289,0.077,0.0,0.213,9.0,2541.0,Poc1a_Poc1a<tm1.1(KOMP)Mbp>_heterozygote_JAX,19.914,19.994,20.036,20.018,19.952,0.005151400929765,0.111,0.0,0.294,5.0,1264.0,Poc1a_Poc1a<tm1.1(KOMP)Mbp>_heterozygote_JAX_male,20.081,20.0,20.048,20.04,20.018,0.0070493454179254,0.125,0.0,0.33,4.0,1277.0,Poc1a_Poc1a<tm1.1(KOMP)Mbp>_heterozygote_JAX_female,19.977,20.082,19.978,20.015,20.03
Atp11c,Atp11c<em1(IMPC)J>,homozygote,JAX,0.0074297947361793,0.125,0.0,0.325,4.0,2541.0,Atp11c_Atp11c<em1(IMPC)J>_homozygote_JAX,19.978,20.02,19.925,19.969,19.944,,,,,,,,,,,,,0.0084457330139921,0.126,0.0,0.339,4.0,1277.0,Atp11c_Atp11c<em1(IMPC)J>_homozygote_JAX_female,20.017,19.931,20.024,20.024,19.973
Atp11c,Atp11c<em1(IMPC)J>,hemizygote,JAX,0.0081915563957151,0.125,0.0,0.333,4.0,2541.0,Atp11c_Atp11c<em1(IMPC)J>_hemizygote_JAX,19.952,20.018,20.019,20.026,20.011,0.0089544709294993,0.124,0.0,0.331,4.0,1264.0,Atp11c_Atp11c<em1(IMPC)J>_hemizygote_JAX_male,20.001,20.007,19.936,19.978,19.976,,,,,,,,,,,,
Twf2,Twf2<tm1b(EUCOMM)Wtsi>,homozygote,UC Davis,0.0775862068965517,0.23,0.0,0.521,4.0,569.0,Twf2_Twf2<tm1b(EUCOMM)Wtsi>_homozygote_UC Davis,19.493,16.926,19.64,17.337,17.312,,,,,,,,,,,,,,,,,,,,,,,,
Sult1c1,Sult1c1<tm1b(KOMP)Wtsi>,homozygote,WTSI,0.0078105316200554,0.126,0.0,0.329,4.0,904.0,Sult1c1_Sult1c1<tm1b(KOMP)Wtsi>_homozygote_WTSI,20.012,19.909,19.979,20.0,20.016,,,,,,,,,,,,,,,,,,,,,,,,
Rnf14,Rnf14<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0011262670504317,0.09,0.0,0.245,7.0,2953.0,Rnf14_Rnf14<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,19.969,20.047,19.977,19.933,20.001,0.0163892770931266,0.142,0.0,0.373,3.0,1480.0,Rnf14_Rnf14<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,19.96,19.974,19.945,19.988,19.968,0.0093363613424173,0.126,0.0,0.334,4.0,1473.0,Rnf14_Rnf14<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,20.015,19.972,19.936,19.995,20.026
Brd3,Brd3<em1(IMPC)J>,homozygote,JAX,0.0718113612004287,0.252,0.011,0.515,5.0,2541.0,Brd3_Brd3<em1(IMPC)J>_homozygote_JAX,16.063,18.547,19.303,18.2,15.844,0.2277470841006752,0.332,0.028,0.668,3.0,1264.0,Brd3_Brd3<em1(IMPC)J>_homozygote_JAX_male,15.651,18.218,19.195,18.445,15.787,,,,,,,,,,,,
Brd3,Brd3<em1(IMPC)J>,heterozygote,JAX,0.1031439602868174,0.279,0.022,0.551,5.0,2541.0,Brd3_Brd3<em1(IMPC)J>_heterozygote_JAX,16.024,19.024,23.908,19.327,23.131,0.1262846684499507,0.285,0.022,0.579,3.0,1264.0,Brd3_Brd3<em1(IMPC)J>_heterozygote_JAX_male,16.615,19.674,25.737,20.319,24.572,,,,,,,,,,,,
Usp3,Usp3<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,0.0089544709294993,0.126,0.0,0.339,4.0,858.0,Usp3_Usp3<tm1b(EUCOMM)Wtsi>_heterozygote_MRC Harwell,19.94,19.975,20.0,19.925,20.047,,,,,,,,,,,,,,,,,,,,,,,,
Usp3,Usp3<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,0.0122738200683284,0.126,0.0,0.336,4.0,904.0,Usp3_Usp3<tm1a(EUCOMM)Wtsi>_heterozygote_WTSI,19.943,20.0,20.003,20.02,19.922,,,,,,,,,,,,,,,,,,,,,,,,
Mrps21,Mrps21<tm1e(EUCOMM)Wtsi>,heterozygote,WTSI,0.0022550739163117,0.112,0.0,0.296,5.0,904.0,Mrps21_Mrps21<tm1e(EUCOMM)Wtsi>_heterozygote_WTSI,19.994,19.981,20.066,19.958,20.028,,,,,,,,,,,,,0.0078105316200554,0.124,0.0,0.327,4.0,451.0,Mrps21_Mrps21<tm1e(EUCOMM)Wtsi>_heterozygote_WTSI_female,19.932,20.026,19.967,20.011,20.056
Pierce1,Pierce1<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,0.0374789262093113,0.191,0.0,0.453,4.0,904.0,Pierce1_Pierce1<tm2b(EUCOMM)Wtsi>_homozygote_WTSI,17.145,14.579,17.354,19.484,20.791,,,,,,,,,,,,,0.0255095500576849,0.161,0.0,0.414,4.0,451.0,Pierce1_Pierce1<tm2b(EUCOMM)Wtsi>_homozygote_WTSI_female,18.457,17.096,18.597,19.705,20.321
Rab27b,Rab27b<tm1b(KOMP)Wtsi>,homozygote,JAX,0.0006253908692933,0.084,0.0,0.228,8.0,2541.0,Rab27b_Rab27b<tm1b(KOMP)Wtsi>_homozygote_JAX,19.994,19.988,19.98,20.063,20.086,0.0069225928256765,0.126,0.0,0.336,4.0,1264.0,Rab27b_Rab27b<tm1b(KOMP)Wtsi>_homozygote_JAX_male,19.978,19.996,20.029,19.992,19.992,0.0089544709294993,0.124,0.0,0.33,4.0,1277.0,Rab27b_Rab27b<tm1b(KOMP)Wtsi>_homozygote_JAX_female,20.002,20.003,19.992,19.974,19.979
Gpr35,Gpr35<tm1b(EUCOMM)Hmgu>,homozygote,WTSI,0.0643959552953698,0.232,0.0,0.501,4.0,904.0,Gpr35_Gpr35<tm1b(EUCOMM)Hmgu>_homozygote_WTSI,13.174,14.861,11.446,17.49,26.07,0.0651045133803754,0.239,0.0,0.502,4.0,453.0,Gpr35_Gpr35<tm1b(EUCOMM)Hmgu>_homozygote_WTSI_male,12.711,14.597,10.575,17.521,26.587,,,,,,,,,,,,
Trnp1,Trnp1<em1(IMPC)J>,homozygote,JAX,0.0080645161290322,0.171,0.006,0.361,8.0,2541.0,Trnp1_Trnp1<em1(IMPC)J>_homozygote_JAX,16.648,19.539,24.07,20.099,18.674,0.0078105316200554,0.125,0.0,0.335,4.0,1264.0,Trnp1_Trnp1<em1(IMPC)J>_homozygote_JAX_male,20.007,19.956,19.952,20.003,19.987,0.0843046896177825,0.263,0.021,0.531,4.0,1277.0,Trnp1_Trnp1<em1(IMPC)J>_homozygote_JAX_female,16.804,19.502,23.894,19.768,18.549
Krt40,Krt40<em1(IMPC)J>,homozygote,JAX,0.0003751406777541,0.083,0.0,0.228,8.0,2541.0,Krt40_Krt40<em1(IMPC)J>_homozygote_JAX,20.037,20.005,19.998,20.001,19.967,0.0059097196026656,0.125,0.0,0.334,4.0,1264.0,Krt40_Krt40<em1(IMPC)J>_homozygote_JAX_male,20.013,19.941,19.985,20.006,19.972,0.0055304172951231,0.124,0.0,0.326,4.0,1277.0,Krt40_Krt40<em1(IMPC)J>_homozygote_JAX_female,20.092,20.047,19.991,20.018,19.994
Dhx38,Dhx38<em1(IMPC)J>,heterozygote,JAX,0.0002500625156289,0.085,0.0,0.229,8.0,2541.0,Dhx38_Dhx38<em1(IMPC)J>_heterozygote_JAX,19.877,19.889,19.91,19.939,19.979,0.0085728693898134,0.129,0.0,0.337,4.0,1264.0,Dhx38_Dhx38<em1(IMPC)J>_heterozygote_JAX_male,19.955,19.946,19.987,19.987,19.842,0.0059097196026656,0.124,0.0,0.327,4.0,1277.0,Dhx38_Dhx38<em1(IMPC)J>_heterozygote_JAX_female,20.084,20.019,20.013,19.983,19.966
Zfp536,Zfp536<tm1.1(KOMP)Wtsi>,heterozygote,JAX,0.0006253908692933,0.083,0.0,0.227,8.0,2541.0,Zfp536_Zfp536<tm1.1(KOMP)Wtsi>_heterozygote_JAX,20.002,19.972,20.037,19.988,20.039,0.0083186286866649,0.125,0.0,0.334,4.0,1264.0,Zfp536_Zfp536<tm1.1(KOMP)Wtsi>_heterozygote_JAX_male,20.014,19.997,20.011,19.994,19.955,0.005151400929765,0.124,0.0,0.333,4.0,1277.0,Zfp536_Zfp536<tm1.1(KOMP)Wtsi>_heterozygote_JAX_female,20.04,20.036,20.04,20.0,19.945
Exph5,Exph5<tm1b(EUCOMM)Wtsi>,homozygote,HMGU,0.0135563157227923,0.119,0.0,0.337,8.0,1804.0,Exph5_Exph5<tm1b(EUCOMM)Wtsi>_homozygote_HMGU,20.482,18.636,18.947,17.99,18.369,0.1352348517099475,0.234,0.0,0.597,4.0,920.0,Exph5_Exph5<tm1b(EUCOMM)Wtsi>_homozygote_HMGU_male,20.94,17.215,17.903,15.974,16.53,0.0067958721369242,0.124,0.0,0.324,4.0,884.0,Exph5_Exph5<tm1b(EUCOMM)Wtsi>_homozygote_HMGU_female,19.994,19.968,20.045,19.997,19.95
Klk11,Klk11<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.1638056444573756,0.332,0.061,0.591,5.0,2953.0,Klk11_Klk11<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,12.49,11.2,23.301,30.02,21.753,,,,,,,,,,,,,0.1247012512301419,0.286,0.023,0.574,3.0,1473.0,Klk11_Klk11<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,15.56,14.914,26.205,27.301,20.978
Wdr25,Wdr25<em1(IMPC)J>,heterozygote,JAX,0.0129146619397315,0.181,0.008,0.386,7.0,2541.0,Wdr25_Wdr25<em1(IMPC)J>_heterozygote_JAX,20.747,18.338,18.453,17.874,18.783,0.1237533361427166,0.286,0.016,0.566,3.0,1264.0,Wdr25_Wdr25<em1(IMPC)J>_heterozygote_JAX_male,20.466,18.222,18.517,18.112,18.844,0.0076835873535709,0.125,0.0,0.33,4.0,1277.0,Wdr25_Wdr25<em1(IMPC)J>_heterozygote_JAX_female,20.025,20.012,19.956,19.979,19.987
Cngb3,Cngb3<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0392309690828786,0.293,0.089,0.495,16.0,2953.0,Cngb3_Cngb3<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,18.965,11.62,8.491,12.935,13.947,0.0081915563957151,0.133,0.0,0.349,8.0,1480.0,Cngb3_Cngb3<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,19.267,17.959,17.233,19.332,19.352,0.1084938340030483,0.305,0.055,0.574,8.0,1473.0,Cngb3_Cngb3<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,20.575,13.513,10.878,13.03,15.136
Jun,Jun<em1(IMPC)Mbp>,heterozygote,UC Davis,0.0089544709294993,0.124,0.0,0.332,4.0,569.0,Jun_Jun<em1(IMPC)Mbp>_heterozygote_UC Davis,20.018,19.968,19.998,19.972,19.982,,,,,,,,,,,,,,,,,,,,,,,,
P2rx2,P2rx2<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,0.0059097196026656,0.167,0.006,0.35,8.0,1804.0,P2rx2_P2rx2<tm1b(EUCOMM)Hmgu>_homozygote_HMGU,20.679,25.102,20.378,18.422,19.983,0.0085728693898134,0.126,0.0,0.337,4.0,920.0,P2rx2_P2rx2<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_male,19.998,20.001,19.896,20.037,20.023,0.0732492621411322,0.25,0.013,0.517,4.0,884.0,P2rx2_P2rx2<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_female,20.786,24.984,20.047,18.102,19.776
Zmynd19,Zmynd19<em1(IMPC)J>,homozygote,JAX,0.0008757662955085,0.082,0.0,0.22,8.0,2541.0,Zmynd19_Zmynd19<em1(IMPC)J>_homozygote_JAX,19.984,19.978,19.977,20.043,19.961,0.0093363613424173,0.126,0.0,0.341,4.0,1264.0,Zmynd19_Zmynd19<em1(IMPC)J>_homozygote_JAX_male,20.016,20.034,20.01,19.941,19.949,0.0073029463611181,0.124,0.0,0.329,4.0,1277.0,Zmynd19_Zmynd19<em1(IMPC)J>_homozygote_JAX_female,19.928,20.014,20.055,19.998,19.978
Msantd3,Msantd3<em1(IMPC)J>,homozygote,JAX,0.2865873271148279,0.386,0.131,0.657,8.0,2541.0,Msantd3_Msantd3<em1(IMPC)J>_homozygote_JAX,8.284,22.43,22.525,20.689,20.193,0.2152514051344372,0.329,0.011,0.628,4.0,1264.0,Msantd3_Msantd3<em1(IMPC)J>_homozygote_JAX_male,9.629,19.308,16.459,19.269,18.399,0.2936610608020699,0.373,0.083,0.66,4.0,1277.0,Msantd3_Msantd3<em1(IMPC)J>_homozygote_JAX_female,12.72,24.169,26.702,21.293,21.832
Bpifb5,Bpifb5<tm2a(KOMP)Wtsi>,homozygote,WTSI,0.0092090324208401,0.125,0.0,0.337,4.0,904.0,Bpifb5_Bpifb5<tm2a(KOMP)Wtsi>_homozygote_WTSI,19.988,19.97,20.005,19.997,19.95,,,,,,,,,,,,,0.0176822287240809,0.142,0.0,0.377,3.0,451.0,Bpifb5_Bpifb5<tm2a(KOMP)Wtsi>_homozygote_WTSI_female,19.956,19.975,20.015,20.037,19.939
Nup85,Nup85<tm1a(KOMP)Wtsi>,heterozygote,WTSI,0.0090817356205852,0.12,0.0,0.334,6.0,904.0,Nup85_Nup85<tm1a(KOMP)Wtsi>_heterozygote_WTSI,18.87,18.863,19.158,19.727,19.672,,,,,,,,,,,,,0.0161310809094373,0.135,0.0,0.361,4.0,451.0,Nup85_Nup85<tm1a(KOMP)Wtsi>_heterozygote_WTSI_female,19.642,19.545,19.64,19.939,19.9
Notch3,Notch3<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0432968179447052,0.198,0.0,0.46,4.0,569.0,Notch3_Notch3<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,18.037,17.63,17.092,18.095,22.711,,,,,,,,,,,,,,,,,,,,,,,,
Pla2g7,Pla2g7<em1(IMPC)J>,homozygote,JAX,0.1242270938729623,0.327,0.085,0.575,8.0,2541.0,Pla2g7_Pla2g7<em1(IMPC)J>_homozygote_JAX,11.275,13.498,26.239,14.258,15.163,0.0286742960010286,0.163,0.0,0.419,4.0,1264.0,Pla2g7_Pla2g7<em1(IMPC)J>_homozygote_JAX_male,18.95,17.693,20.398,19.041,19.144,0.2818458580355712,0.37,0.087,0.668,4.0,1277.0,Pla2g7_Pla2g7<em1(IMPC)J>_homozygote_JAX_female,11.308,17.505,26.569,15.42,16.139
Cab39l,Cab39l<tm1b(EUCOMM)Wtsi>,homozygote,MRC Harwell,0.0059097196026656,0.124,0.0,0.324,4.0,858.0,Cab39l_Cab39l<tm1b(EUCOMM)Wtsi>_homozygote_MRC Harwell,20.063,19.951,20.002,19.934,20.006,,,,,,,,,,,,,,,,,,,,,,,,
Cfap119,Cfap119<tm1b(EUCOMM)Hmgu>,homozygote,ICS,0.0143273741600101,0.216,0.021,0.42,15.0,1512.0,Cfap119_Cfap119<tm1b(EUCOMM)Hmgu>_homozygote_ICS,15.138,13.065,16.507,17.676,21.262,0.0028832894571894,0.099,0.0,0.265,6.0,767.0,Cfap119_Cfap119<tm1b(EUCOMM)Hmgu>_homozygote_ICS_male,19.938,20.008,20.056,20.009,20.026,0.2040939193257074,0.331,0.042,0.63,9.0,745.0,Cfap119_Cfap119<tm1b(EUCOMM)Hmgu>_homozygote_ICS_female,14.549,12.745,16.12,16.855,20.231
Tmem62,Tmem62<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0,0.056,0.0,0.157,14.0,2953.0,Tmem62_Tmem62<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,20.087,19.915,19.974,20.038,19.989,0.0001250156269533,0.084,0.0,0.227,8.0,1480.0,Tmem62_Tmem62<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,19.965,19.951,20.002,20.012,20.005,0.0030090270812437,0.101,0.0,0.262,6.0,1473.0,Tmem62_Tmem62<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,20.048,20.028,19.97,20.015,20.098
Kcna7,Kcna7<em1(IMPC)J>,homozygote,JAX,0.0418023180101575,0.243,0.025,0.482,7.0,2541.0,Kcna7_Kcna7<em1(IMPC)J>_homozygote_JAX,28.594,28.111,30.312,27.476,23.361,0.0643959552953698,0.251,0.017,0.511,4.0,1264.0,Kcna7_Kcna7<em1(IMPC)J>_homozygote_JAX_male,32.164,29.448,32.967,28.152,24.603,0.122334455667789,0.286,0.025,0.574,3.0,1277.0,Kcna7_Kcna7<em1(IMPC)J>_homozygote_JAX_female,16.904,19.698,18.318,20.231,18.797
Mospd1,Mospd1<tm1a(KOMP)Wtsi>,hemizygote,WTSI,0.0043942247332077,0.112,0.0,0.298,5.0,904.0,Mospd1_Mospd1<tm1a(KOMP)Wtsi>_hemizygote_WTSI,19.923,19.967,19.931,19.883,19.942,0.0050251256281407,0.114,0.0,0.302,5.0,453.0,Mospd1_Mospd1<tm1a(KOMP)Wtsi>_hemizygote_WTSI_male,19.855,19.889,19.864,19.88,19.955,,,,,,,,,,,,
Mrgbp,Mrgbp<em1(IMPC)J>,heterozygote,JAX,0.001001001001001,0.084,0.0,0.228,8.0,2541.0,Mrgbp_Mrgbp<em1(IMPC)J>_heterozygote_JAX,20.03,20.015,19.992,20.123,20.021,0.0069225928256765,0.125,0.0,0.334,4.0,1264.0,Mrgbp_Mrgbp<em1(IMPC)J>_heterozygote_JAX_male,19.96,20.047,19.943,20.031,20.006,0.0079375078745117,0.124,0.0,0.327,4.0,1277.0,Mrgbp_Mrgbp<em1(IMPC)J>_heterozygote_JAX_female,19.94,19.971,20.026,20.03,19.985
Ntf5,Ntf5<tm1b(EUCOMM)Hmgu>,homozygote,ICS,0.0007505629221916,0.084,0.0,0.224,8.0,1512.0,Ntf5_Ntf5<tm1b(EUCOMM)Hmgu>_homozygote_ICS,19.969,19.996,20.016,20.019,20.074,0.0084457330139921,0.127,0.0,0.336,4.0,767.0,Ntf5_Ntf5<tm1b(EUCOMM)Hmgu>_homozygote_ICS_male,19.972,19.979,20.01,20.013,19.977,0.0083186286866649,0.126,0.0,0.337,4.0,745.0,Ntf5_Ntf5<tm1b(EUCOMM)Hmgu>_homozygote_ICS_female,19.99,20.044,20.043,19.988,19.989
